accession	domain	order	family	genus	species	name	locus
GCF_000255615.2	Bac	186802	2304686	2304692	1515	Hungateiclostridium_thermocellum	['NZ_CP013828']
GCF_002234475.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP022467']
GCF_003627075.1	Bac	85006	85023	1434018	2419774	Lysinimonas_sp._2DFWR-13	['NZ_CP032630']
GCF_000245495.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NC_016912']
GCF_000441775.1	Bac	51291	809	810	813	Chlamydia_trachomatis	['NC_021892']
GCF_900476065.1	Bac	2085	2092	2093	2100	Mycoplasma_hyorhinis	['NZ_LS991950']
GCF_003409075.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP031674']
GCF_002843665.1	Bac	72274	468	469	470	Acinetobacter_baumannii	['NZ_CP025266', 'NZ_CP025267']
GCF_002447755.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP023617']
GCF_000834885.1	Bac	91347	1903411	629	632	Yersinia_pestis	['NZ_CP009991', 'NZ_CP009989', 'NZ_CP009990', 'NZ_CP009988']
GCF_002073215.2	Bac	72274	468	475	480	Moraxella_catarrhalis	['NZ_CP020400']
GCF_003956305.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP025903', 'NZ_CP025905', 'NZ_CP025904']
GCF_900465355.1	Bac	NO RANK	NO RANK	2250122	2026885	Candidatus_Bipolaricaulis_anaerobius	['NZ_LS483254']
GCF_000829175.1	Bac	80840	506	517	518	Bordetella_bronchiseptica	['NZ_AP014582']
GCF_003432285.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP031795', 'NZ_CP031796', 'NZ_CP031797']
GCF_900635335.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_LR134093']
GCF_000788395.1	Bac	135622	267888	53246	1348114	Pseudoalteromonas_piratica	['NZ_CP009888', 'NZ_CP009889']
GCF_900324035.1	Bac	356	41294	374	167468	Bradyrhizobium_sp._ORS_3257	['NZ_LS398110']
GCF_002850455.1	Bac	135623	641	662	672	Vibrio_vulnificus	['NZ_CP019320', 'NZ_CP019321']
GCF_900477925.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LS483463']
GCF_900475435.1	Bac	186826	1300	1301	1336	Streptococcus_equi	['NZ_LS483380']
GCF_001262075.1	Bac	80840	80864	219181	1658672	Ottowia_sp._oral_taxon_894	['NZ_CP012073']
GCF_000306865.1	Bac	118969	444	445	446	Legionella_pneumophila	['NC_018139', 'NC_018141']
GCF_003717675.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP029866', 'NZ_CP029867']
GCF_900637715.1	Bac	85006	1268	57493	1275	Kocuria_rosea	['NZ_LR134391']
GCF_000740175.1	Bac	356	118882	234	235	Brucella_abortus	['NZ_CP007700', 'NZ_CP007701']
GCF_001653335.1	Bac	85009	85015	1839	450734	Nocardioides_dokdonensis	['NZ_CP015079']
GCF_000011265.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NC_003923']
GCF_003574015.1	Bac	186802	216572	459786	2109687	Oscillibacter_sp._PEA192	['NZ_AP018532']
GCF_002305895.1	Bac	29	31	32	35	Myxococcus_macrosporus	['NZ_CP022203']
GCF_003991055.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP014211']
GCF_001887515.1	Bac	135623	641	662	666	Vibrio_cholerae	['NZ_CP013317', 'NZ_CP013318']
GCF_000014145.1	Bac	768507	89373	978	985	Cytophaga_hutchinsonii	['NC_008255']
GCF_002219265.1	Bac	85007	1762	1763	222805	Mycobacterium_chimaera	['NZ_CP015272', 'NZ_CP015273', 'NZ_CP015274', 'NZ_CP015275', 'NZ_CP015276', 'NZ_CP015277']
GCF_000027305.1	Bac	135625	712	724	727	Haemophilus_influenzae	['NC_000907']
GCF_000298535.2	Bac	51291	809	810	83554	Chlamydia_psittaci	['NC_018625', 'NC_018634']
GCF_002157165.1	Bac	80840	80864	12916	553814	Acidovorax_carolinensis	['NZ_CP021359', 'NZ_CP021360']
GCF_001308125.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP012869']
GCF_001005925.2	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP011398', 'NZ_CP011399']
GCF_003544935.1	Bac	213849	72294	28196	1032072	Arcobacter_molluscorum	['NZ_CP032098']
GCF_000400875.1	Bac	203491	203492	848	851	Fusobacterium_nucleatum	['NC_021281', 'NC_021277']
GCF_000227685.2	Bac	135613	72276	106633	108010	Thioalkalivibrio_paradoxus	['NZ_CP007029']
GCF_000724505.1	Bac	91347	543	547	550	Enterobacter_cloacae	['NZ_CP008823', 'NZ_CP008824', 'NZ_CP008825', 'NZ_CP008826']
GCF_003717975.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP029900', 'NZ_CP029901']
GCF_002251025.2	Bac	1385	186817	1386	580165	Bacillus_cytotoxicus	['NZ_CP024107', 'NZ_CP024108']
GCF_001998945.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP019615']
GCF_002442515.1	Bac	1385	186820	2755	2756	Brochothrix_thermosphacta	['NZ_CP023643']
GCF_900205255.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LT905064']
GCF_002291425.1	Bac	91347	543	929812	929813	Gibbsiella_quercinecans	['NZ_CP014136']
GCF_001987575.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011746']
GCF_003428335.1	Bac	1775403	568386	413435	2303331	Solimonas_sp._K1W22B-7	['NZ_CP031704']
GCF_003444775.1	Bac	118964	183710	1298	317577	Deinococcus_ficus	['NZ_CP021081', 'NZ_CP021082', 'NZ_CP021083', 'NZ_CP021084', 'NZ_CP021085']
GCF_003004335.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_CP021270', 'NZ_CP021271']
GCF_001986335.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011243']
GCF_000190435.1	Bac	136	137	399320	1131703	Sphaerochaeta_globosa	['NC_015152']
GCF_000015065.1	Bac	1385	186817	1386	1428	Bacillus_thuringiensis	['NC_008600', 'NC_008598']
GCF_000287255.1	Bac	135619	28256	114185	114186	Candidatus_Carsonella_ruddii	['NC_018415']
GCF_001886975.1	Bac	72274	135621	286	303	Pseudomonas_putida	['NZ_CP017073']
GCF_000227485.1	Bac	1385	186817	1386	1423	Bacillus_subtilis	['NC_017195']
GCF_000498375.2	Bac	72274	468	469	470	Acinetobacter_baumannii	['NZ_CP017152']
GCF_004022485.1	Bac	200644	49546	153265	2494375	Aequorivita_sp._H23M31	['NZ_CP034951']
GCF_002288005.1	Bac	2039638	2162846	2039639	1884915	Candidatus_Nanopelagicus_hibericus	['NZ_CP016771']
GCF_000195995.1	Bac	91347	543	590	28901	Salmonella_enterica	['NC_003198', 'NC_003384', 'NC_003385']
GCF_001272715.1	Bac	2085	2092	2093	2104	Mycoplasma_pneumoniae	['NZ_CP010540']
GCF_000019425.1	Bac	91347	543	561	562	Escherichia_coli	['NC_010473']
GCF_000830775.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP006685']
GCF_002952835.1	Bac	2085	2092	2093	2098	Mycoplasma_hominis	['NZ_CP026341']
GCF_002859685.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP017925']
GCF_002838525.1	Bac	85004	31953	1678	1685	Bifidobacterium_breve	['NZ_CP021557']
GCF_000015085.1	Bac	213849	72294	194	196	Campylobacter_fetus	['NC_008599']
GCF_000011605.1	Bac	91347	1903410	122277	29471	Pectobacterium_atrosepticum	['NC_004547']
GCF_003073875.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP029111', 'NZ_CP029109', 'NZ_CP029110', 'NZ_CP029112']
GCF_002220325.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP016629']
GCF_003402875.1	Bac	135625	712	745	747	Pasteurella_multocida	['NZ_CP031551']
GCF_000255115.2	Bac	186802	186807	79206	885581	Desulfosporosinus_acidiphilus	['NC_018068', 'NC_018066', 'NC_018067']
GCF_003671995.1	Bac	85004	31953	1678	28025	Bifidobacterium_animalis	['NZ_CP028460']
GCF_000245535.1	Bac	91347	543	590	28901	Salmonella_enterica	['NC_016832', 'NC_016825']
GCF_002197145.1	Bac	356	82115	28105	382	Sinorhizobium_meliloti	['NZ_CP021804', 'NZ_CP021807', 'NZ_CP021805', 'NZ_CP021806']
GCF_003967055.1	Bac	91347	1903411	613	615	Serratia_marcescens	['NZ_AP019009', 'NZ_AP019010']
GCF_002448175.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP023638']
GCF_003717355.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP029946', 'NZ_CP029947']
GCF_002007905.1	Bac	1202465	1202464	61434	61435	Dehalococcoides_mccartyi	['NZ_CP019866']
GCF_000235605.1	Bac	186802	186807	79206	1563	Desulfosporosinus_orientis	['NC_016584']
GCF_001188915.1	Bac	1385	90964	1279	1295	Staphylococcus_schleiferi	['NZ_CP010309']
GCF_000772245.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_CP007241']
GCF_001605605.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP010262']
GCF_001767215.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP017456']
GCF_002288525.1	Bac	356	82115	106591	716925	Ensifer_sojae	['NZ_CP023067', 'NZ_CP023069', 'NZ_CP023068']
GCF_001683055.1	Bac	85007	1653	1716	92706	[Brevibacterium]_flavum	['NZ_CP004046']
GCF_000157355.2	Bac	186826	81852	1350	37734	Enterococcus_casseliflavus	['NC_020995']
GCF_000006905.1	Bac	204458	76892	75	155892	Caulobacter_vibrioides	['NC_002696']
GCF_000014745.1	Bac	204455	69657	74317	74318	Maricaulis_maris	['NC_008347']
GCF_001442475.1	Bac	766	775	780	33992	Rickettsia_rhipicephali	['NZ_CP013133', 'NZ_CP013134', 'NZ_CP013135']
GCF_002211885.1	Bac	186826	33958	1578	1589	Lactobacillus_pentosus	['NZ_CP022130', 'NZ_CP022131']
GCF_001652645.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_CP015342']
GCF_000015985.1	Bac	204455	31989	1060	1063	Rhodobacter_sphaeroides	['NC_009049', 'NC_009050', 'NC_009040']
GCF_002447115.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP023585']
GCF_002944935.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP014111', 'NZ_CP014110', 'NZ_CP014112', 'NZ_CP014109']
GCF_001715535.1	Bac	186328	2131	2132	216938	Spiroplasma_helicoides	['NZ_CP017015']
GCF_002446915.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP023575']
GCF_000192865.1	Bac	135619	135620	28253	119864	Marinomonas_mediterranea	['NC_015276']
GCF_000018445.1	Bac	72274	468	469	470	Acinetobacter_baumannii	['NC_010611', 'NC_010605', 'NC_010606']
GCF_000444405.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NC_021994', 'NC_021987', 'NC_021995', 'NC_021988', 'NC_021989', 'NC_021996', 'NC_021990']
GCF_000019305.1	Bac	186802	31979	1485	1491	Clostridium_botulinum	['NC_010516', 'NC_010379']
GCF_002197125.1	Bac	356	82115	28105	382	Sinorhizobium_meliloti	['NZ_CP021818', 'NZ_CP021821', 'NZ_CP021819', 'NZ_CP021820']
GCF_003855375.1	Bac	206351	481	482	485	Neisseria_gonorrhoeae	['NZ_CP034031', 'NZ_CP034030']
GCF_003717795.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP029919']
GCF_002286355.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP017122']
GCF_000292455.1	Bac	1385	186817	1386	1428	Bacillus_thuringiensis	['NC_018500', 'NC_018486', 'NC_018501', 'NC_018487', 'NC_018488', 'NC_018502', 'NC_018489', 'NC_018503', 'NC_018490']
GCF_000832525.1	Bac	1385	186817	1386	1396	Bacillus_cereus	['NZ_CP009369', 'NZ_CP009368']
GCF_900187155.1	Bac	135625	712	713	716	Actinobacillus_suis	['NZ_LT906456']
GCF_003111665.1	Bac	206389	2008794	12960	41977	Azoarcus_communis	['NZ_CP022188']
GCF_003815715.1	Bac	200644	49546	59732	2487063	Chryseobacterium_sp._G0162	['NZ_CP033922']
GCF_002288075.1	Bac	85011	2062	1883	1984801	Streptomyces_sp._CLI2509	['NZ_CP021118', 'NZ_CP021119']
GCF_900474795.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_LS483320']
GCF_002859245.1	Bac	135625	712	745	747	Pasteurella_multocida	['NZ_CP015558']
GCF_002310815.1	Bac	135622	267888	53246	314281	Pseudoalteromonas_tunicata	['NZ_CP011032', 'NZ_CP011033']
GCF_001913215.1	Bac	72274	135621	286	317	Pseudomonas_syringae	['NZ_CP017007', 'NZ_CP017008']
GCF_003952485.1	Bac	356	69277	68287	2493672	Mesorhizobium_sp._M1E.F.Ca.ET.045.02.1.1	['NZ_CP034447']
GCF_000973525.1	Bac	135625	712	745	747	Pasteurella_multocida	['NZ_CP004391']
GCF_900327875.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_LS398588']
GCF_900635805.1	Bac	135625	712	724	727	Haemophilus_influenzae	['NZ_LR134171']
GCF_001999145.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP019624']
GCF_000404145.1	Bac	85007	1653	1716	1718	Corynebacterium_glutamicum	['NC_021351']
GCF_002240205.1	Bac	191411	191412	1101	281093	Prosthecochloris_sp._GSB1	['NZ_CP022571']
GCF_003798225.1	Bac	91347	1903411	629	632	Yersinia_pestis	['NZ_CP033699', 'NZ_CP033697', 'NZ_CP033698', 'NZ_CP033700']
GCF_001578165.1	Bac	1385	186817	1386	1408	Bacillus_pumilus	['NZ_CP010997']
GCF_001658025.1	Bac	91347	543	1330547	497725	Kosakonia_oryzae	['NZ_CP014007']
GCF_003330725.1	Bac	204433	204434	NO RANK	2211140	Acidobacteriaceae_bacterium_SBC82	['NZ_CP030840', 'NZ_CP030841', 'NZ_CP030842', 'NZ_CP030844', 'NZ_CP030843']
GCF_000632885.1	Bac	766	942	943	945	Ehrlichia_chaffeensis	['NZ_CP007476']
GCF_900187305.1	Bac	206351	481	482	326523	Neisseria_zoodegmatis	['NZ_LT906434']
GCF_002847285.1	Bac	85011	2062	1883	2059884	Streptomyces_sp._CMB-StM0423	['NZ_CP025407']
GCF_000583795.1	Bac	213849	72294	194	195	Campylobacter_coli	['NZ_CP007179', 'NZ_CP007180']
GCF_000202635.1	Bac	85006	85023	33882	2033	Microbacterium_testaceum	['NC_015125']
GCF_000486915.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP019183']
GCF_002754135.1	Bac	171549	171551	836	837	Porphyromonas_gingivalis	['NZ_CP024598']
GCF_000013145.1	Bac	766	942	943	945	Ehrlichia_chaffeensis	['NC_007799']
GCF_000988385.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP011321']
GCF_900198195.1	Bac	200644	49546	104267	584609	Tenacibaculum_jejuense	['NZ_LT899436']
GCF_001855275.1	Bac	206351	1499392	535	1108595	Chromobacterium_vaccinii	['NZ_CP017707']
GCF_000478825.2	Bac	1890424	1890428	1142	1147	Synechocystis_sp._PCC_6714	['NZ_CP007542', 'NZ_CP007543', 'NZ_CP007544', 'NZ_CP007545']
GCF_003956085.1	Bac	85009	31957	1912215	1748	Acidipropionibacterium_acidipropionici	['NZ_CP031057']
GCF_000934325.3	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP015773']
GCF_001596155.1	Bac	768507	1853232	89966	1484116	Hymenobacter_sp._PAMC_26554	['NZ_CP014771', 'NZ_CP014769', 'NZ_CP014770']
GCF_000714655.1	Bac	91347	543	570	571	Klebsiella_oxytoca	['NZ_CP008788', 'NZ_CP008789', 'NZ_CP008790', 'NZ_CP008791']
GCF_001305235.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP009768', 'NZ_CP009767']
GCF_002759175.1	Bac	135614	32033	338	346	Xanthomonas_citri	['NZ_CP020987', 'NZ_CP020988']
GCF_003568645.1	Bac	136	1643685	138	142	Borrelia_turicatae	['NZ_CP015629', 'NZ_CP015630', 'NZ_CP015631', 'NZ_CP015632', 'NZ_CP015633', 'NZ_CP015634', 'NZ_CP015635', 'NZ_CP015636']
GCF_003072585.2	Bac	72274	468	469	108981	Acinetobacter_schindleri	['NZ_CP025618', 'NZ_CP025619']
GCF_003060785.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP028912']
GCF_000015605.1	Bac	80840	119060	32008	13373	Burkholderia_mallei	['NC_008836', 'NC_008835']
GCF_000454045.1	Bac	85007	85025	1827	1833	Rhodococcus_erythropolis	['NC_022115', 'NC_022125']
GCF_001563285.1	Bac	204457	41297	165695	407020	Sphingobium_sp._MI1205	['NZ_CP005188', 'NZ_CP005189', 'NZ_CP005190', 'NZ_CP005191', 'NZ_CP005192', 'NZ_CP005193']
GCF_002249975.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP022691', 'NZ_CP022692', 'NZ_CP022693', 'NZ_CP022694']
GCF_003966675.1	Bac	72274	468	469	108980	Acinetobacter_ursingii	['NZ_AP018824', 'NZ_AP018825', 'NZ_AP018826']
GCF_000750435.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP009086']
GCF_002263015.1	Bac	356	118882	234	29459	Brucella_melitensis	['NZ_CP022875', 'NZ_CP022876']
GCF_000400855.1	Bac	2085	2092	2093	2099	Mycoplasma_hyopneumoniae	['NC_021283']
GCF_900235895.1	Bac	72274	135621	286	1583341	Pseudomonas_cerasi	['NZ_LT963395', 'NZ_LT963396', 'NZ_LT963397', 'NZ_LT963398', 'NZ_LT963399', 'NZ_LT963400', 'NZ_LT963401']
GCF_002968755.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP027169', 'NZ_CP027168', 'NZ_CP027170', 'NZ_CP027167']
GCF_001632865.1	Bac	85011	2062	1883	1889	Streptomyces_ambofaciens	['NZ_CP012949']
GCF_000569035.1	Bac	85004	31953	1678	1685	Bifidobacterium_breve	['NZ_CP006714']
GCF_002149105.1	Bac	135623	641	662	663	Vibrio_alginolyticus	['NZ_CP017896', 'NZ_CP017897', 'NZ_CP017898']
GCF_002201855.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP021909', 'NZ_CP021910']
GCF_000196515.1	Bac	1161	1162	264688	1164	Trichormus_azollae	['NC_014248', 'NC_014249', 'NC_014250']
GCF_001028705.1	Bac	204457	335929	1295327	1348774	Croceicoccus_naphthovorans	['NZ_CP011770', 'NZ_CP011771', 'NZ_CP011772']
GCF_001886855.1	Bac	186328	2131	2132	2133	Spiroplasma_citri	['NZ_CP013197', 'NZ_CP013199', 'NZ_CP013198']
GCF_002310915.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP016965']
GCF_002220715.1	Bac	91347	1903411	613	615	Serratia_marcescens	['NZ_CP018919', 'NZ_CP018920', 'NZ_CP018921', 'NZ_CP018922']
GCF_002286095.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP016963']
GCF_000829295.1	Bac	85004	31953	1678	216816	Bifidobacterium_longum	['NZ_AP014658']
GCF_001936235.1	Bac	186826	33958	1578	109790	Lactobacillus_jensenii	['NZ_CP018809']
GCF_002211565.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP022116']
GCF_001008015.1	Bac	186826	1300	1301	1308	Streptococcus_thermophilus	['NZ_CP010999']
GCF_002205735.1	Bac	2085	2092	2129	134821	Ureaplasma_parvum	['NZ_CP021991']
GCF_001908655.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP018707', 'NZ_CP018708', 'NZ_CP018710', 'NZ_CP018712', 'NZ_CP018711', 'NZ_CP018709']
GCF_900639635.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_LR135428', 'NZ_LR135429', 'NZ_LR135430', 'NZ_LR135431', 'NZ_LR135432', 'NZ_LR135433', 'NZ_LR135434']
GCF_003194005.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP029655', 'NZ_CP029654']
GCF_003076535.1	Bac	1385	186817	1386	492670	Bacillus_velezensis	['NZ_CP023414']
GCF_001547975.1	Bac	2085	2092	2093	2094	Mycoplasma_arginini	['NZ_AP014657']
GCF_003611275.1	Bac	204455	31989	60136	1968541	Sulfitobacter_sp._D7	['NZ_CP020694', 'NZ_CP020695', 'NZ_CP020696', 'NZ_CP020697', 'NZ_CP020698', 'NZ_CP020699']
GCF_000341655.1	Bac	1202465	1202464	61434	61435	Dehalococcoides_mccartyi	['NC_020386']
GCF_003717955.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP029899']
GCF_002191915.1	Bac	356	118882	234	29459	Brucella_melitensis	['NZ_CP018504', 'NZ_CP018505']
GCF_000026445.2	Bac	85007	1762	1763	261524	Mycobacterium_liflandii	['NC_020133', 'NC_011355']
GCF_003641305.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP032815']
GCF_001987495.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011742']
GCF_000829355.1	Bac	356	82115	34019	34021	Candidatus_Liberibacter_asiaticus	['NZ_AP014595']
GCF_002946675.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP026569', 'NZ_CP026570']
GCF_003999795.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP034738', 'NZ_CP034739', 'NZ_CP034740', 'NZ_CP034741', 'NZ_CP034742', 'NZ_CP034743', 'NZ_CP034744']
GCF_002088995.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP019590']
GCF_001632245.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP015377']
GCF_001677135.1	Bac	85007	1762	670516	83262	Mycobacteroides_immunogenum	['NZ_CP016189']
GCF_001506685.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP010495']
GCF_000316685.1	Bac	1890424	1890426	1129	195253	Synechococcus_sp._PCC_6312	['NC_019680', 'NC_019681']
GCF_900604345.1	Bac	186802	990719	990721	2086585	Christensenella_sp._Marseille-P3954	['NZ_LR026983']
GCF_003815755.1	Bac	200644	49546	59732	1241981	Chryseobacterium_lactis	['NZ_CP033925']
GCF_000300035.1	Bac	135619	28256	235572	91844	Candidatus_Portiera_aleyrodidarum	['NC_018676']
GCF_001023595.1	Bac	1385	186817	1386	492670	Bacillus_velezensis	['NZ_CP011686']
GCF_002838765.1	Bac	135619	1920240	261963	1561924	Kangiella_profundi	['NZ_CP025120']
GCF_900636885.1	Bac	186826	1300	1301	149016	Streptococcus_urinalis	['NZ_LR134323']
GCF_000499665.2	Bac	766	775	780	109232	Rickettsia_monacensis	['NZ_LN794217']
GCF_000623275.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP007263']
GCF_002763775.1	Bac	203491	203492	848	860	Fusobacterium_periodonticum	['NZ_CP024702']
GCF_003330765.1	Bac	80840	119060	32008	60550	Burkholderia_pyrrocinia	['NZ_CP024902', 'NZ_CP024903', 'NZ_CP024904']
GCF_002082705.1	Bac	72274	468	469	470	Acinetobacter_baumannii	['NZ_CP020574', 'NZ_CP020573', 'NZ_CP020575']
GCF_002850575.1	Bac	91347	543	547	69218	Enterobacter_cancerogenus	['NZ_CP025225']
GCF_001642085.1	Bac	186826	1300	1301	1811193	Streptococcus_pantholopis	['NZ_CP014699']
GCF_001280285.1	Bac	186826	1300	1301	1308	Streptococcus_thermophilus	['NZ_CP012588']
GCF_001587115.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_CP011828', 'NZ_CP011829', 'NZ_CP011830', 'NZ_CP011831']
GCF_001806325.1	Bac	85006	85023	2034	1905847	Curtobacterium_sp._BH-2-1-1	['NZ_CP017580']
GCF_000014685.1	Bac	135622	267890	22	60480	Shewanella_sp._MR-4	['NC_008321']
GCF_001019395.2	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP026066']
GCF_001687745.1	Bac	1385	186817	1386	492670	Bacillus_velezensis	['NZ_CP015911']
GCF_003855615.1	Bac	91347	1903414	583	584	Proteus_mirabilis	['NZ_CP034091']
GCF_000015785.1	Bac	1385	186817	1386	492670	Bacillus_velezensis	['NC_009725']
GCF_002250095.2	Bac	1385	90964	1279	28035	Staphylococcus_lugdunensis	['NZ_CP017069']
GCF_002155245.1	Bac	80840	119060	48736	305	Ralstonia_solanacearum	['NZ_CP016612', 'NZ_CP016613']
GCF_900638205.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_LR134499']
GCF_003481905.1	Bac	186802	186804	1870884	1496	Clostridioides_difficile	['NZ_CP019858']
GCF_002966635.1	Bac	135625	712	724	727	Haemophilus_influenzae	['NZ_CP020009']
GCF_003425625.1	Bac	135625	712	724	727	Haemophilus_influenzae	['NZ_CP031680']
GCF_002996885.1	Bac	91347	1903411	613	615	Serratia_marcescens	['NZ_CP027533']
GCF_900635475.1	Bac	91347	543	579	61648	Kluyvera_intermedia	['NZ_LR134138']
GCF_000277385.1	Bac	213849	72293	209	210	Helicobacter_pylori	['NC_017740']
GCF_003812265.1	Bac	80840	506	222	32002	Achromobacter_denitrificans	['NZ_CP033730']
GCF_900638045.1	Bac	186826	1300	1301	1309	Streptococcus_mutans	['NZ_LR134491']
GCF_001548375.1	Bac	1161	1162	1177	1751286	Nostoc_sp._NIES-3756	['NZ_AP017295', 'NZ_AP017296', 'NZ_AP017297']
GCF_900475885.1	Bac	135625	712	724	197575	Haemophilus_aegyptius	['NZ_LS483429']
GCF_003443595.1	Bac	204455	31989	302485	681157	Phaeobacter_sp._LSS9	['NZ_CP031956', 'NZ_CP031957', 'NZ_CP031958', 'NZ_CP031959', 'NZ_CP031960']
GCF_000019865.1	Bac	118969	118968	776	777	Coxiella_burnetii	['NC_011527']
GCF_000832885.1	Bac	1385	186817	1386	64104	Bacillus_pseudomycoides	['NZ_CP009651', 'NZ_CP009650', 'NZ_CP009649', 'NZ_CP009648', 'NZ_CP009647', 'NZ_CP009645', 'NZ_CP009646']
GCF_001988895.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP013885']
GCF_000376645.1	Bac	135625	712	75984	75985	Mannheimia_haemolytica	['NC_021082']
GCF_000227625.1	Bac	91347	543	561	562	Escherichia_coli	['NC_017646', 'NC_017647', 'NC_017648', 'NC_017649', 'NC_017650']
GCF_001753145.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_CP015946']
GCF_001987635.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011749']
GCF_000784015.2	Bac	91347	1903414	583	584	Proteus_mirabilis	['NZ_CP026044']
GCF_002944315.1	Bac	356	82115	379	2048897	Rhizobium_sp._NXC24	['NZ_CP024311', 'NZ_CP024312', 'NZ_CP024313', 'NZ_CP024314']
GCF_001623565.1	Bac	186826	1300	1301	1825069	Streptococcus_marmotae	['NZ_CP015196', 'NZ_CP015197', 'NZ_CP015198']
GCF_001719045.1	Bac	1385	186822	44249	1406	Paenibacillus_polymyxa	['NZ_CP015423']
GCF_003956425.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP025865', 'NZ_CP025868', 'NZ_CP025867', 'NZ_CP025866']
GCF_003856435.1	Bac	204458	76892	75	155892	Caulobacter_vibrioides	['NZ_CP034122']
GCF_001746595.1	Bac	135614	32033	338	347	Xanthomonas_oryzae	['NZ_CP013670']
GCF_001308165.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP012870']
